left.context	keyword	right.context	annotator	annotator2
later described the moment as harder than labor. '' She'd always been a	really good	kid, so we didn't worry about '' her getting pregnant, says	1	
the workout, speaking the present-tense vernacular of race-trackese: '' Well, we break	real good	at the quarter pole, but then this filly she see a bird or	0	
he said, '' Do I look Iike a ghost to you? Are you	really good	and scared? '' I started to cry. I let go of all	0	
nothing left, nothing left, nothing left. DAVE The last one was a	really good	episode and we've only seen it a couple of times before. DOUG	1	
years, and she'd been buried from our house. Mr. Weaver'd been	real good	about haying her there, though lots of men wouldn't have been.	0	
my mind, and leave me to myself, so that I can have a	real good	time. '' '' Yes, '' said Rollo, '' that is right	1	
protested Alvin, following her into the pressurized elevator capsule. He's good.	Really good	.' How do you know he is?' said Cheryl, sealing	0	
, and worked through a figure eight on a loose rein. '' He pivots	real good	, don't he? You don't see him going gimpy, now	0	
good little housekeeper and you can get a first-class man when you get out.	Real good	housekeepers are careful of their work. (Points out blemishes on floor --	1	
and again, and Bello Nock is one of them. He's really,	really good	, and he has a really good time; his work fits the circus	0	
n't want to give them no satisfaction. Slapping was an idea that caught on	real good	with the other Reds, cause they started in slapping Measure, too,	0	
right in. Exit L. MATILDA. Thank you, Anna Maria, you're	real good	but I guess I can get along pretty well now. Exit L. SETH	0	
once told me he could see the sky in them...  #  '' That's	really good	, '' I said, impressed. '' Can I -- ''  #  I	0	
a hit-and-miss fashion, and leave a cesspool. Still, things aren't	really bad	here yet, the King hasn't settled on his final course of action;	0	
when we buy at all. It's too depressing to be reminded that a	really good	suit or pair of shoes will outlast you. My present dinner jacket is	1	
three straight World Series. You could see that Oakland team was going to be	real good	. Toronto is beginning to look that way now. '' <> A s	0	
friend Perry Pope ain't practicin' law no more. He had a	real bad	accident. '' They were having cafe au lait and beignets at a small sidewalk	1	
those companies, and, if they have good credit -- they have to have	real good	credit -- lease them machines like this which they can pay for by the	1	
like to look at your old playmates and realize that you've taken a few	really good	shots in the nose from time itself Let's talk about sex, baseball	1	
deer hunter, but since the opening of deer season usually coincided with the first	real good	push of ducks out of Canada, we were typically in the marsh on	1	
,' to the bartender,' you know me. I got a	real bad	case of alkali throat. Roll up, boys! - - Say, wait a minute	1	
, it was just a prank on me. Rookie dues: Coach Kubiak is	real good	at providing entertainment for us. He has rookies get up and sing before	0	
the phonograph) Got this music to play right here. It goes with it	real good	. He takes the record out of the faded jacket. He puts it	0	
happy childhood. When we got bigger there was certain girls. Forrie Wintka.	Really good	looking, long black hair and black eyes, '' he said, looking	NA	
wouldn't even notice them birds much. But I'm noticin'' em	real good	' cause I thought I was dead. &nbsp; DELILAHI brought your hat.	0	
. The bear walked away. '' Let' s just say it had	really bad	breath, '' he said. Let' s just say the people of Churchill	1	
feast. And, the meal over, he produced a cigar and -- which was not	really good	form for the woods -- lay on the grass and smoked it, looking at her	1	
it is, that boy is fit for nothing but a Koshare, and a	real good	one will he become. '' '' But, '' Okoya rejoined, ''	1	
, so's he can be educated. He needs Tommy in the business	real bad	, but he won't let him come in; he keeps him at school	0	
all right, William? &nbsp; BILLY RAY (nervously) Fine! Good.	Real good	. Everything okay with you? &nbsp; MORTIMEREnjoyed your Christmas, Valentine? You	0	
been stockpiling leftover ales for an office shindig featuring dancing and the recitation of	really bad	marital vows we'd heard. Linda and I went along with the festivities,	1	
' I started in learnin' right then how you kin want a thing	real bad	, an' when you gits it, you ain't sure no more.	0	
petticoat Madam's give me to make over for myself. It'll be a	real good	petticoat if I ever get it done, though it's about forty rods	1	
this: '' There's a Nancy with a Blue Light Special, a	really bad	BJ, and Jolies the size of inner tubes. '' Next comes our favorite	1	
it. JESSICA More and more girls are arriving at the house, in	real bad	shape, sick, beat up, shot up, you name it, it	1	
too clumsy to do it alone. &nbsp; MARYI'll help -- if you're	real good	. &nbsp; BANNISTERThanks... It seems like I'm always saying that	0	
, I got my old job back at the diner. ORIAH PEABODY That's	real good	. TROUT O'DONNELL George was glad to see me. Said since I left	0	
go ahead. What happened next? '' '' The next morning he felt	real bad	. He tried to lift his head, and he pearly passed out. He	0	
picture is lovingly made and handsomely mounted.  #  But really good movies, like	really good	literature, are never so '' literary '' as this or so full of	1	
show. '' Then we put the girl out of our minds to order the	really good	, though plain dinner that was presently brought to us. Mrs. Teggart hovered	0	
. '' '' Leo's bad, '' Meg said. '' Leo's	really bad	. He set one of the girls on fire once. '' '' We not	0	
a little brown sugar on top of a brick, just a giant slab of	really good	pie crust. ''  #  William kisses Clare's right hand, then her	1	
heart as a soldier. She knows what she has to do and she's	really good	at it. I feel I'm very much like Niobe in that once	0	
a great many thousands of dollars and over four years of time to produce a	really good	base-ball player, and the time and money invested in the production of a	1	
, thanks, '' she replied, laughing a little unnaturally. '' Not	really bad	, just disturbing, '' and they continued their interrupted conversation. But that night	0	
scan its lines and expression. '' He isn't handsome, but he looks	real good	, and as if he knew more than almost any one, '' was	0	
. '' But thank you. ''  #  '' You're sure? It's	real good	. ''  #  '' I -- I don't doubt it, uh,	0	
to New York I'll send for you to visit me and show you a	real good	time. I suppose you've never been to cabarets and eaten theatre suppers	1	
cast is competent and the picture is lovingly made and handsomely mounted.  #  But	really good	movies, like really good literature, are never so '' literary '' as	1	
stories and have what they need more than anything else in their lives, a	really good	time. Whoever undertakes the leadership of a mothers' club must be bright	1	
me. Europeans yelled louder than the natives! '' Harris says the only other	really good	picture is one with airplanes, although he will go for a gangster picture	1	
been tolerated in that assemblage? Ignorance of her parentage was her sole passport into	really good	society, and the prestige of her guardian's noble name an ermine mantle	1	
serious, '' I said. '' Let me be your assistant. I'm	really good	at assistant crap. Sorta. Like, I'm good at phones.	0	
good. '' But I don't have enough money for my clothes to feel	really good	while I ski, '' you say. Au contraire. QUALITY FOR THE	0	
another piece of the ring-shaped roll. '' Top-pit, '' he said. ''	Really good	. What is it called? '' '' A bagel, '' his wife	0	
.' Sleepin on de ground's all right. It can be good,	really good	. It's not just de house, de comforts. It's de	0	
clothes, and cried when he dropped his lunch, who was supposed to be	really good	at math.... Whatever happened to him? Where did he	0	
had a baby. '' '' How about just a little flower. I'm	real good	at flowers. '' '' Roses? Can you do a rose? ''	0	
at another pot with a running figure, this one human. '' That looks	really good	, Vera. '' Vera held the small pot away from her and squinted	0	
to cultivate your voice as thoroughly as possible. '' '' Why? Is it	really good	? Tell me, is it worth anything? No one has heard it	0	
right here at home, and I'll have -- yes, I will -- I'll have a	real good	cry. Illustration: Miss Bella Mason. (of the Inner Sisterhood.)	1	
it is, it hurts her. You hear me Sam, you always be	real good	to her now you and me is married right to each other. ''	0	
you inside you. Nobody's touched you -- not really. You're a	really good	girl, you believe me? You've still got you inside you,	1	
close at her heels, looking slightly baffled. '' I want one that looks	really good	, '' he insisted. Nadine held her finger to her lip and tapped	0	
Okay? '' I didn't answer. '' Sara, I listen good,	real good	. '' '' That's your best thing? '' I twisted my neck	0	
got mom all crazy, is that fair? I wish he was in	really bad	trouble. DOGBRAIN Good idea! (Both look around the room. Nick sees	1	
's hard to keep your balance. And he's umpiring! And doing a	really good	job. He's one of the best in our league. ''  #	1	
strange, '' Nick said. '' Him and her were pretty good pals.	Real good	pals, if you want the truth. '' The young agent wondered what	1	
the hang of it.  #  HUFF'S THREE-WAY LUNGE. If you're in	really good	shape, here's a challenge for you. Stand with feet shoulder-width apart	1	
he's going to have a country called Afterthought, where they can have some	really good	government. '' '' You could pacify them by just changing the name of	1	
I couldn't bar to go off without seein' ye! It does me	real good	, ye can't tell! '' Here Tom made some movement of his	0	
, sporting a Mighty Mouse tattoo on his right bicep, is making Thomas look	real good	by averaging more than 16 points and eight assists per game, very Isiah-like	0	
made as if we were leaving for the track. '' My stomach hurts	real bad	, '' Stan said. '' Okay, '' Elijah said, standing up.	0	
? &nbsp; FRANKWow. You're really good. (to Hub) She's	really good	. &nbsp; HUBYou ready to tell us what's going on here, Elise --	0	
it's a fine idea. And I think it's going to work out	really good	. The old Ching said, '' After Initial Setbacks, Great Abundance.	0	
'' it ain't going so good with me. I need a fix	real bad	. '' His expression became grim. '' I'm freakin' out without it	0	
with each high-pitched sniffle. '' How is she? '' Ann asked. ''	Real good	in bed? '' He sped desperately by the sordid New Jersey landscape of	0	
bits of vegetables, meat and a snowfall of Parmesan. He also makes a	really good	chili ($9.75), with chunks of grass-fed sirloin, yellow eye beans	1	
told her, I'd like to show her round, and she's been	real good	to me. No use now. I'll take the girls a lot	0	
stretched from Ulster to Cork and he kept saying, '' How about that?	Real good	, huh? '' Then he would reach across the table and pat the	0	
of Margaret Kent' we have that rare thing in current literature, -- a	really good	novel. '' And the '' Transcript '' says: -- '' There is	1	
me to make a proper use of my fortune, and you will do more	real good	to your race than by all you can ever accomplish with your pen,	NA	
bad, '' he admitted, '' but it's bad! It's	really bad	! We lost three planes last week. I guess you'd call it in	0	
question. '' Maybe aybe I am edgy, an' what you said was	real good	, Melva. But I ain't talkin' about earthquakes' r Judgment	0	
! I -- '' Then it finally occurred to Measure that something had gone	real bad	with this. They knew who he was, and they still wanted to take	0	
a year ago? Tommy had been at home on sick leave, and	really bad	enough for anything.' He suffered in every way just as you do.	0	
, and be a thoroughly bad man. Indeed, you can't be	really bad	unless you do have most of the virtues. Look at Milton's Satan for	0	
''  #  '' Not exactly, '' I said. '' I just have a	real good	sense of what I should feel like, and this isn't it.	1	
. It might be good for you in small doses, but it's	really bad	in large ones. About 14 million Americans are problem drinkers. The government estimates	0	
the bunting-draped speakers' stand the crowd broiled contentedly. ('' He's a	real good	speaker, ain't he? '' '' Sure is. He sure can	1	
make a difference, certainly. But the thing is -- if the picture's	really good	-- ought one to take advantage --? I mean -- one can see	0	
Sure, she left her apartment, but not dressed for anything other than a	real good	time. Always made up. Always decked out, dressed for seduction.	1	
him, though. My son was on the team and they all got along	real good	. Latrell wasn't real quiet; he was kind of a cut-up.	0	
by saying, '' I don't want you to think I'm a	really bad	person, '' but you were raped. Andrea: No, because why am	1	
Bowers said thickly. '' Jeez, you coming corned on me? They're	really good	, Harry. They could make millions on television, I mean, if	0	
. And she might not take care of him. ''  #  '' She's	real good	with animals. She's got a bunch of cats. ''  #  ''	0	
Allen  #  Patriot  #  Parking-lot rash is annoying enough, but my neighbor received a	really good	hit from some incosider- ate moron with a trailer hitch. It put a	1	
for '' regional distinction. '' In other words, it's a dump with	really good	food. The fish and chips are killer, and the salmon soup is	1	
man, it's bad. GREER What kinda disease? SKANK It's	really bad	, man. It's a bad one. GREER Look, it's not	0	
the red zone, we've been either real good at scoring touchdowns or	real bad	by committing turnovers. ''  #  Fisher among top three - In this week's	0	
DOLLCouple of days. -- Is it bad, Doctor? I mean,	real bad	? &nbsp; DOCTORIt isn't good, ma'am. (coming up with the plasma	0	
'' The lessons were mostly about people. '' I worked with people who were	really good	folks, '' he says. Baker was '' kind of motherly, ''	1	
14) A fourteenth is Neaves' Farinaceous Food for Infants, which is a	really good	article of diet for a babe, it is not so binding to the	1	
white sim boxes on giant, articulated servos. The problem was that she was	really good	at coding sims. Continues...	0	
.. there's still something to live for... if you're	real good	and eat your broccoli you may find another body one day. '' ''	0	
go around to fill the needs of an expanding educational system, particularly when the	really good	ones can not be attracted to a station of economic and often social inferiority	1	
for him. '' That was good, Bart, '' he said. ''	Real good	. '' '' One miss, '' Stanton said as he shrugged into the	0	
her encouragement, remembering how he stayed at home for her. '' It is	real good	of you to lend a hand, and I'm ever so much obliged	0	
younger. But he often kept his head down, so you never got a	really good	look at him; to the other boys, if they thought of him	1	
Majesty was quite sure of it. And Malone couldn't think of a single	really good	reason why either of them might be wrong. But maybe he'd got	1	
, don't let ma get your goat, Martie! If ma ever felt	real good	about anything in the world, she'd think she was sick and take	0	
VLADIMIROV You with your slimy charm? With your boring experience? All you're	really good	at is taking off your shirt. And thenyou don't even have any	0	
. There's a place near us that delivers. '' '' My mom cooks	really good	, '' Hector said. '' The best tamales. The best. Everybody	0	
And the wind howls around that Lillie house like 10,000 witches. Things were	real bad	and the Lillie girls hadn't been to town for over a week. One	0	
the hunch an egg is bad, '' he mused, '' is that a	real good	and sufficient reason why he should go poking his finger inside the shell?	1	
If you run a radar detector and a laser jammer, you've got a	real good	chance of not getting caught, even in a bright red Ferrari. ''	1	
baby boy she had given birth to three days earlier. It was her first	really good	look at her son. And she knew it was also her last.	1	
with long, massive beams and plenty of tines, but Gregg's was a	really good	bull. So good, in fact, that he flew the antlers out	1	
baseball game. Not that he was very good at it; he was	real bad	, and he couldn't throw or run or anything, but it was the	0	
friends of freedom to doubt our sincerity, and especially because it forces so many	really good	men amongst ourselves into an open war with the very funda- | mental principles	1	
, I'm gon na train him, I promise, gon na train him	real good	-- WHAP! She cuffs him on the side of his head. MAMA	0	
in action, my mom's probably worried sick. You tell me what's	really good	, '' Numbers challenged.  #  '' Numbers, '' Agent Smith called him	0	
astonishing. All the way from Orwell up to the present time, writers of	really good	nonfiction had not felt a university education to be necessary. ''  #  The	1	
a small girl. '' Love me just a little. I'm not	really bad	. Please, please forgive me my wickedness, dear Tabs. '' He stood	0	
She put her hand momentarily on Joe's arm. '' If it's	really bad	, Joe, tell me. You won't let yourself cry, but I	0	
really good they are. '' Their mom is right. Kent and Kevin are	really good	. If you can't get to one of their restaurants, have a	0	
the chest with a clawed finger, drawing blood. '' You'd better pay	really good	attention to this seminar. I'm going to be watching you, and	1	
autumn, which had met his eye, to satisfy the puerile scruples of this	really good	but ignorant man -- going no deeper than the surface in his code of morals -- they were	1	
, and I have betrayed him. That's bad. But what is	really bad	is to stand there and say: And I'm going to betray him again	0	
forlorn old place of theirs. But then, a woman never does make a	really good	manager unless she's married. '' Lois found her aunt in the long	1	
set. Spider is the Vipers sergeant at arms, but he had a	real bad	day today. When he set out for the gym around eight this morning the	1	
up. His first wife was like a mother to me. She was a	real good	woman, '' blurted the boy. '' And why did you say that	1	
waist of his blue serge pants, which drooped below his paunch. '' Both	real good	. '' Because Mike would testify as a witness, he was not allowed	0	
to say to my husband at the dinner table, '' You know, something	really good	happened today ''? are the occasional instances when a contending couple calls a	0	
come from nowhere to suddenly playing this huge part.... This time I felt	really good	, though, and they gave me more to play with. ''  #	0	
their murmuring, like the moon above their darkness. I Lis voice wasn't	really good	, but thin and shallow, like a falsetto, and also the playing	0	
repeated the Mongolian, appearing more puzzled than complimented. '' Yes, a brick-a	real good	fellow, and no mistake! Give us your hand! You're a	1	
a bit. Long fight ahead of us. Who knows, might even get	real good	. Enter the competition at the county fair end of the month. (	0	
he has said the wrong thing. He tries again. '' You're a	really good	dancer. '' He elaborates on the performance he saw, comparing her dancing	1	
ice mass admiring its reflection is effective. And every so often Proulx lets a	really good	image stand alone: '' The dining room, crowded with men, was	1	
Fox Sports was the record, despite the fact that no one had anything	really bad	to say about Fox.  #  There were, however, two notable exceptions.	0	
with Fresno State, who after us completely went downhill, and that's a	really good	football team, '' Leinart says. '' And that's a perfect example	1	
', Captain. &nbsp; CAPTAIN (looking at record) Says here you done	real good	in the war: Silver Star, Bronze Star, couple Purple Hearts.	0	
it may be, will enable him to, make that good which is	really bad	. On him rests the responsibility of the cooking generally, whilst a speciality of	0	
. '' As soon as we can afford it, and when we find a	really good	man, I think we ought to have our portraits painted. '' Susan	0	
for you -- is good? '''' It seems to me a very	real good	that George Nuneaton and his kind should go into the dark places and brighten	NA	
the water when the wind comes up, '' Curtis said. '' There's	really good	wind here early in the mornings. '' By the last full day of	1	
; Francisque Sarcey has some touches of inspiration that give delight. There are no	really good	French critics to-day, probably because they have so little material to work on	1	
is much in favor of teens experimenting with fashion.  #  '' It's a	really good	thing. They are reaching out for something, to make their own niche	1	
. Mrs. Bird kisses us all when we go to bed, and it seems	real good	. I have put the testament in the bottom of my trunk, under	0	
'' she asked, downcast. She'd always believed that she hadn't been	really good	as Blanche, even if everybody said she had been. '' Instantly.	0	
his own business and no questions were allowed. You might be entertaining a	real bad	man like Billy the Kid, and you might suspect his identity, but you	1	
this country as elsewhere in Europe much depends on the 1941 harvest. A	really bad	crop would create a serious situation for the Germans and conquered nations alike. Plight	1	
Then he would read it aloud and decide as he heard it that it was	really good	, the best I've done, a blessed state never lasting morep195than a	1	
. We'd been on the trail of a notorious people trafficker -- a	really bad	, really rich guy. This sleazebag happened to belong to the very exclusive Moscow	1	
never lifted him up, it sent him down. When it was hittin'	real good	he'd get to thinkin' he was twelve miles underground. He never	0	
they said, You're Anastazy Domanski now and no Kagan. You talk Polish	real good	, you talk beautifully, 385 | grammatical. You're not one of	0	
, and enhanced, with a most singular attractiveness, the charm of what was	really good	and commendable in them. // After returning to England, for a time	0	
, but only in good weather, '' or '' I like to see a	really good	play now and again. '' But occasionally by a quick retort or comment	1	
And dragged Joe into it, a good kid who had made only one	really bad	mistake in his life -- the mistake of asking her to marry him. She	1	
them, I hit them well. When I'm bad, I'm	really bad	. ''... The Orioles have received 15 wins from their rookies this season,	0	
shoulders touching, and after awhile we lay down in the phlox. You did	real good	, Clem. p. 37 CLEM Thank you, R.V. You want some Cheezits	0	
--  didn't think about it; I just did it. Strained something	really bad	. So he had said. And one of the junkers had started to slip	0	
: '' Even if a person is accurate in saying,? I did a	really good	job, and I can see that the company is in a bad way	1	
too. They were making ends meet, and they all had jobs, two	really good	things, but no one was getting rich, that was for sure.	1	
Secretary for War was entertaining the same nightmare as her own, things were	really bad	. But she felt in a way comforted. She was not alone. She	0	
They both looked puzzled. '' Look, '' I said. '' I'm	really good	at this kind of thing. I can handle it fine. If you	0	
'd love to, honey, '' she declared. '' We'll have a	real good	time. We'll go to a good hotel and enjoy luxury. ''	1	
risen. The fans are all runnin' around saying we're going to be	really good	. That's scary. I wish I could enjoy the good times.	0	
But except for Peter trying to march spraddle-legged the way he done, everybody marched	real good	once we got to going. Ben give us a '' Left face ''	0	
. '' Ah am jet-lagged something awful, Miz Cates. This is not a	real good	time to talk. It may only be nine o'clock in Texas, but	1	
Why doesn't the word get out? '' '' Now, there's a	real good	question. '' Billy leaned back in his chair and stretched his old frame	1	
want coffee. '' '' Coffee is fine. '' '' Great. I have	really good	coffee. '' She smiles, as if he's just paid her a	1	
. &nbsp; DIANEFine. &nbsp; CHARLIENo, I'm serious... You're	really good	. &nbsp; DIANEI know. &nbsp; CHARLIEIn a little while... I	0	
| '' That's not what I meant. '' '' You mean is he	really good	? '' '' Yeah. '' '' I don't know how to tell	0	
rendition of By the Light of the Silvery | Moon. Wellsboro offers you a	really good	meal. Swell hotel there where you wash your face and hands before you	1	
. It was too easy. The trouble was, without windows there was no	really good	target. The place was completely air-conditioned, and so he aimed for a	1	
money he had in his pocket was for me, till I got up a	real good	feeling for Charlie. LONNIE (Groans) Do, Jesus! BIG-SWEET So	1	
trickle, then a loud gush, which faded. | '' I built it	real good	, '' said Cotton. When the water made the noise it made,	0	
to be engaged. It was a kind of an accident. He' s	real good	, though -- too good for me, that' s a fact.	0	
planning and making good choices, and that's something that he's really,	really good	at. He's just not doing it from the boat. ''  #	0	
son, I'd lambast the stuffings out of him; he's a	real bad	actor, '' Lonigan said. '' I'm afraid no good will ever come	1	
his closet are Armani.  #  '' Haider is not Hitler.... He's	really good	. He's a pop star, '' says Walter Famler, publisher of	0	
grown. There's no utility in all this. There couldn't be any	really good	Gospel preaching here. '' Different people require different modes of worship, ''	1	
years old and we'd had it for two years. Me and Dad took	real good	care of it but some of the time it didn't like to start	1	
, and when a new one was needed, and there seemed to be no	really good	one in the troop, Jack wrote to a recruiting officer in the city	1	
the Atlantic. Colonel Borman reported, '' All retros normal, ''' Looks	Real Good	' '' Looks real good, '' ground control replied. A few minutes	0	
the pond, some warm day, and go into water; it's a	real good	place to bathe. '' '' Perhaps we' ll go to-day, ''	1	
enough to swap horses with' em.... Sandy there... he speaks it	real good	. Wiggs dismounts, throws his reins to one of the Cleggs and looks	0	
'' '' Oh, no, they weren't; there were a great many	real good	men on both sides. '' Poor Budge looked sadly puzzled, as he	1	
saying, in a tone Thorny understood better than words, -- '' You are	real good	to me - never mind, I won't worry about it; only it	0	
can't put an old head on young shoulders, and the child has a	real good	heart. '' And being a thoroughly active and diligent housekeeper, she generally	1	
mess of booze and red-dye number four and glucose. She is in a	REALLY BAD	MOOD, only staring straight ahead. Parker's playing peek-a-boo with the baby and	1	
eating, his stomach began to cramp, but nothing worse happened. The	really bad	effects, he guessed, would come later. Mason stared at the radio for	1	
he said. '' Oh, '' he said, approvingly. '' That's	real good	. I'll kill you quick. You won't even know it.	0	
Jahden while he rubbed  #  all over her ass, she was hurting.	Real bad	. Hurting and scared.  #  Seeing the disgust on her face Jahden grinned and	0	
forget that I am '' Your Royal Highness; '' when I can smoke a	really good	cigar and read (must I confess it?) a good novel on	1	
to look... had to see real-ity. '' '' Bad circumstances?	Really bad	? '' '' Really had. '' There was no mistaking the quiet emphasis of	1	
any kind of religious film that comes out? I think only if they're	really good	. You can't put out any quickie Bible movie or religious film.	0	
failure of the so- called better instruction to come up to this standard. No	really good	instruction, any more than good story books, will leave one cold toward	1	
didn't have any secrets worth speculating about -- and it fell, despite the	really good	(but complicated) news that the Federal Reserve Board and the United States	1	
. Evidently that's the kind of people they are. That's a	real bad	way of thinking because violence leads to more violence. Besides, if you settle	1	
Hopewell, 200 B.C.-A.D. 200. '' '' You won't find much of the	really good	stuff out in the open, '' one vendor confides. '' That's	1	
good spot to build a house?' They got together and hit it off	real good	, like old drinkin' buddies. After a couple months the lawyer went	0	
the hallway, standing him up against the wall, and giving him a ''	real good	talking to, '' ending with the entirely unnecessary assurance that '' Mr. Stanton	1	
I read a newspaper, there he was in a group picture until I focused	real good	. But after a while he started to fade again. I settled into	0	
small house or a small tower. With terrainfollowing and terrain-avoidance radar, in	really bad	weather, I have to climb up to 100 ft. And then it's	1	
uneasy. He once admitted, '' I have a bad habit (not	really bad	, just being coy) of choosing th? most difficult path in rim literary	1	
the American and Puerto Rican public will it become clear that statehood is a	really bad	idea for both Puerto Rico and America.  #  Javier P. Berrios, Houston	1	
Consul? '' asked Napoleon. '' I know he can do more for the	real good	of his country, than the Ambassador, '' was the young man's	NA	
watching him -- the best skater on the rink. '' But I'm not	really good	enough, '' I said. '' I'll teach you. '' And	0	
he was in a bad situation. He was injured and the situation was	really bad	, and Mr. John said,? want to surrender. I can't be	0	
she ever steal anything from you? '' '' No. Never. I'm	real good	to her, Mr. Garrity. Even if she didn't have any references	0	
according to the experts. Susan smokes. I wish she would get a	really bad	case of bronchitis and a sore throat, so she couldn't smoke for six	1	
only fifteen cents, '' Elijah said. '' And I need the money	real bad	. No kidding. I got to have money -- '' '' If you do	0	
to the Marlins' spring training complex in Jupiter, Fla. '' He looked	real good	, '' Marlins manager Jeff Torborg said. Penny, on the DL with	0	
a pleasant, bewildered look. '' You know, your ma and I were	real good	friends when you weren't even born yet. In fact your mother was	1	
, drinked through' em, as we used to at school. It wuz	real good	in Druzilla, and Ezra, and also in the Deacon. It kinder	0	
the 18th. My life certainly changed. It's funny that a number of	really good	players have not played their best when paired with you. Scott Hoch's	1	
feelings left at all and he and Molly would go to visit Soph and this	real good	guy she'd married and they'd all wish each other good luck and	1	
I was in fourth-grade, I had a male teacher and I thought he was	really good	. We played a name game, which I plan to do with my	0	
began after a minute, '' why places like this, you know, with	really good	food, never seem to think about desserts. It's always ice cream	1	
in a voice that nearly broke. '' Waren't your fault. You did	real good	to get us outta there. Saved my life, you did. ''	0	
Deathlands. But then why the counter? Her eyes might be bad,	real bad	. I didn't think so. She raised her boot an extra inch to	0	
before I could get a word out. '' No, Mark. Just some	real good	luck and putting the pieces together. '' '' You're too modest,	1	
DENNIS # (hesitantly) What? # TALLEY # I got ta piss	real bad	. Dennis can't help himself; he laughs -- # DENNIS # You're	0	
, '' said MacNeil smiling weakly, '' I feel a little better. Not	real good	, you understand, but better. '' Under iron control, Dr. Smathers	0	
her have much temptation. She did believe she would rather be a good girl -- a	real good	girl, like Prudy, not like Dotty! - - than to have a velvet	1	
? '' '' If I'm passing I sometimes do. Some of them are	really good	singers, and if they aren't you feel sorry for them..	1	
frustrating for the player, but at the same time, a guy will play	really good	and he'll deserve a roster bonus in his contract, but they will	0	
took it the wrong way. There hasn't been a sign. I was	really good	, You know. For a long time. You shouldn't forget that	0	
the truck whined on the switchbacks as he geared it down. He had a	real good	air conditioner. It was a funny feeling, looking down on the valley	1	
and when the poetess told him he mustn't say Christ, say something	really bad	,' he menaced.' I'll say... '' His lips	0	
a pass there but I'm sorry about Betsey because you and Betsey have been	real good	friends to us but sometimes I don't think I can go on unless	1	
we haven't finished rebuild-. ing. Well, sir, it was a	real bad	fire. The baby was trapped upstairs in the bedroom and no one could get	1	
roof aiming water balloons at passing cars and I never miss. I've gotten	real good	at hitting the front windshields. Don't worry Ta I never broke nothing	0	
were left outside of the deliberations, he said, but they must forgive if	real Good	has been done. New Spirit. to Adjust Differences. '' The fact	0	
. '' It did me in, '' she says. -I'm just not	really good	with cardio. I get cramps easily in my legs and sides. I	0	
put into his hands. In astron // omy it is very difficult to do	really good	work of any kind, but very easy to do poor work. Only	1	
from the nature of things, so vaguely imperfect and ineffective that little if any	real good	can be hoped from their making its acquaintance in such a manner. Enterprises	NA	
didn't seem changed at all. '' You're looking good, Niles.	Real good	. '' '' Considering. '' '' No, I mean it. Real	0	
Armijo can't remember this. Says Vigil: '' We felt bad,	real bad	. They found so much heroin in town. They even bought three ounces in	0	
grandma let me go with her, do you s'pose? I shall grow	real bad	! Won't you tell her to stop it? '' Dotty moaned with pain	0	
, she owned it. '' Oh, sure, Miss -- I read numbers	real good	. Letters, too just words bother me. '' '' Let's go	0	
Tarbell, Beckwith, Benson, Vinton. In figure and genre-painting the list of	really good	painters could be drawn out indefinitely, and again mention must be confined to	1	
the christian wimmen of the land were doing in educating the heathen, she felt	real good	, and then she noticed Pa's posey in his button-hole and she touched	0	
background, and your buddy James Buck. If we go through this paper real	real good	, we'll have enough to put your unh unh where it belongs.	0	
only five then, and the girl was three, but man, they were	really good	to see. I don't think I've ever seen kids like those	0	
the consciousness of his spirit has withdrawn to other worlds. Peace is the only	real good	; and national monuments, shaded by the laurel and the bay, yield	NA	
back. You don't. You can stay with me. I'll take	real good	care of you. Dyer smiles. Rose, her clothes glued to her	1	
n't feel like playing games and besides I have to go to the bathroom	really bad	. '' California. '' '' I see, '' he says. '' Los	0	
, '' screaming walls '' implied an unfortunate choice of paint color or a	really bad	window treatment. But for a psychic designer who happened to be acutely sensitive to	1	
home with their shows rather than go to the movies.  #  The only	really bad	part is that network TV has reached an all-time low of idiocy. But what	1	
help pick the old man up. Nelson knows that and so he refused two	real good	offers he had and took the position at the South Wellmouth depot. But	1	
they? '' '' Only, '' he hastened to add, '' they're	real good	people. '' | The archeologist had heard the same arguments Chief had presented	1	
everybody's been to see her but me. I guess her ankle was	real bad	. '' '' Mama, how much do you suppose she weighs? '' ''	0	
that if an inventory of the world's need for agricultural products to furnish a	really good	standard of living were placed over against an inventory of present production, item	1	
had lent him a set of government medals, and they should have such a	real good	time if Bev would only stay. He wished the Department was at the	1	
. Mis' Popham may drop in this evenin', too. She's	real good	on advice, as you'll see when you come to know her.	1	
from that rudimentary point of view it is a sad fact that we seldom hear	really good	singing: at the best, an opera or concert performance, taking the	1	
'' I like it very much. Very much. '' '' He's gotten	really good	. He always drew stuff, even back in Vietnam, but in the	0	
if Rose was indeed a pygmy beside him. '' That dolly has got a	real good	little heart, and a bright mind of her own, you'd better	1	
aside, however, the fact remains that George McGovern hardly seems to have a	really good	shot at the Democratic nomination. There, in a typical nationally syndicated news	1	
in the floor and the rottenness of the building destroys the effectiveness of the one	really good	bit of furniture in the schoolhouse. But this is true everywhere. Only	1	
the other day. I'm thrilled for her and I thought she did a	really good	thing. She's doing a lot of good and I do believe they	1	
conscious from the wreck, and Shake's dad, Marvin, Sr., a	really good	old boy, had prepared us for the worst. But what I'm	1	
